image_name,mask_name,original_multiclass_label,true_binary_label,predicted_binary_label,probability_non_malignant,probability_malignant,correct
1269.JPG,1269_mask.png,5,0,0,0.9999861717224121,1.378776414640015e-05,1
1458.JPG,1458_mask.png,7,1,0,0.9999197721481323,8.01651767687872e-05,0
700.JPG,700_mask.png,6,0,0,0.9999992847442627,6.590537964257237e-07,1
264.JPG,264_mask.png,2,0,0,0.9999992847442627,7.25422580671875e-07,1
1017.JPG,1017_mask.png,2,0,0,0.9999940395355225,5.990254976495635e-06,1
991.JPG,991_mask.png,2,0,0,0.9999986886978149,1.3426455325316056e-06,1
1337.JPG,1337_mask.png,2,0,0,0.9999972581863403,2.7602827685768716e-06,1
359.JPG,359_mask.png,3,0,0,0.9999990463256836,1.008612230180006e-06,1
1083.JPG,1083_mask.png,2,0,0,0.9999971389770508,2.8559809379657963e-06,1
1071.JPG,1071_mask.png,2,0,0,0.999998927116394,1.126145662055933e-06,1
271.JPG,271_mask.png,5,0,0,0.999994158744812,5.78203480472439e-06,1
448.JPG,448_mask.png,0,0,0,0.999996542930603,3.447256176514202e-06,1
1270.JPG,1270_mask.png,1,0,0,0.9999992847442627,6.634694500462501e-07,1
747.JPG,747_mask.png,2,0,0,0.9999977350234985,2.3075226636137813e-06,1
1229.JPG,1229_mask.png,1,0,0,0.999998927116394,1.078065679394058e-06,1
553.JPG,553_mask.png,2,0,0,0.9999985694885254,1.372959104628535e-06,1
580.JPG,580_mask.png,0,0,0,0.9999990463256836,9.603752459952375e-07,1
1218.JPG,1218_mask.png,4,0,0,0.999998927116394,1.1120835097244708e-06,1
391.JPG,391_mask.png,0,0,0,0.9999871253967285,1.2910451005154755e-05,1
582.JPG,582_mask.png,0,0,0,0.9999988079071045,1.250655373041809e-06,1
84.JPG,84_mask.png,0,0,0,0.9999991655349731,8.02409829248063e-07,1
1440.JPG,1440_mask.png,7,1,1,0.4984457790851593,0.5015541911125183,1
89.JPG,89_mask.png,1,0,0,0.9999994039535522,5.9365015658841e-07,1
1454.JPG,1454_mask.png,7,1,0,0.9999951124191284,4.873695615970064e-06,0
494.JPG,494_mask.png,6,0,0,0.9999493360519409,5.0665294111240655e-05,1
847.JPG,847_mask.png,2,0,0,0.9999994039535522,5.913086624786956e-07,1
1277.JPG,1277_mask.png,5,0,0,0.9999951124191284,4.883298515778733e-06,1
267.JPG,267_mask.png,2,0,0,0.999998927116394,1.1170728839715593e-06,1
1411.JPG,1411_mask.png,0,0,0,0.9999996423721313,4.0706933646106336e-07,1
693.JPG,693_mask.png,6,0,0,0.9999899864196777,1.006050115393009e-05,1
1329.JPG,1329_mask.png,0,0,0,0.9999990463256836,9.636203230911633e-07,1
258.JPG,258_mask.png,5,0,0,0.9997732043266296,0.00022679282119497657,1
1323.JPG,1323_mask.png,5,0,0,0.9999966621398926,3.3278520277235657e-06,1
1188.JPG,1188_mask.png,0,0,0,0.9999984502792358,1.5453913420060417e-06,1
1013.JPG,1013_mask.png,4,0,0,0.9999948740005493,5.0682078835961875e-06,1
862.JPG,862_mask.png,0,0,0,0.9999978542327881,2.1311748241714668e-06,1
1079.JPG,1079_mask.png,5,0,0,0.999987006187439,1.3017925994063262e-05,1
1352.JPG,1352_mask.png,1,0,0,0.9999992847442627,7.119094220797706e-07,1
778.JPG,778_mask.png,0,0,0,0.999931812286377,6.824080628575757e-05,1
948.JPG,948_mask.png,2,0,0,0.9999979734420776,2.0700806544482475e-06,1
245.JPG,245_mask.png,5,0,0,0.9999262094497681,7.374539563897997e-05,1
536.JPG,536_mask.png,2,0,0,0.999273955821991,0.0007260739803314209,1
1208.JPG,1208_mask.png,0,0,0,0.9999992847442627,6.881865601826576e-07,1
535.JPG,535_mask.png,2,0,0,0.9999974966049194,2.5597537387511693e-06,1
331.JPG,331_mask.png,0,0,0,0.9999977350234985,2.3008728931017686e-06,1
48.JPG,48_mask.png,2,0,0,0.9999990463256836,9.200796853292559e-07,1
784.JPG,784_mask.png,4,0,0,0.9999725818634033,2.74392787105171e-05,1
1032.JPG,1032_mask.png,0,0,0,0.9999985694885254,1.469304038437258e-06,1
592.JPG,592_mask.png,5,0,0,0.9999957084655762,4.331009222369175e-06,1
361.JPG,361_mask.png,3,0,0,0.999998927116394,1.1022281114492216e-06,1
388.JPG,388_mask.png,0,0,0,0.9999990463256836,9.883175380309694e-07,1
27.JPG,27_mask.png,0,0,0,0.9999992847442627,7.202881420198537e-07,1
1130.JPG,1130_mask.png,4,0,0,0.9999982118606567,1.741003075039771e-06,1
430.JPG,430_mask.png,3,0,0,0.9958380460739136,0.004161973483860493,1
16.JPG,16_mask.png,0,0,0,0.9999996423721313,4.080678479567723e-07,1
