image_name,true_label,predicted_label,confidence,correct,probability_class_0,probability_class_1,probability_class_2,probability_class_3,probability_class_4,probability_class_5,probability_class_6,probability_class_7
1269.JPG,5,5,0.8115806579589844,1,0.006773448083549738,0.01350129023194313,0.015542056411504745,0.03508014231920242,0.045015525072813034,0.8115806579589844,0.027828320860862732,0.04467863216996193
1458.JPG,7,2,0.677240252494812,0,0.022461947053670883,0.03233034536242485,0.677240252494812,0.05706215277314186,0.0582968145608902,0.02274218574166298,0.049945637583732605,0.07992065697908401
700.JPG,6,6,0.7197597026824951,1,0.016623299568891525,0.08710573613643646,0.01241939514875412,0.039760299026966095,0.03816324472427368,0.03019244782626629,0.7197597026824951,0.0559757724404335
264.JPG,2,2,0.7614793181419373,1,0.009384778328239918,0.018193300813436508,0.7614793181419373,0.04504690691828728,0.049437712877988815,0.011591500602662563,0.03630533814430237,0.06856109201908112
1017.JPG,2,0,0.7949097156524658,0,0.7949097156524658,0.012423296459019184,0.008737158961594105,0.03963020443916321,0.041204214096069336,0.010674315504729748,0.030750427395105362,0.06167071312665939
991.JPG,2,2,0.471844345331192,1,0.13690108060836792,0.026381390169262886,0.471844345331192,0.06575378775596619,0.09947460889816284,0.01596163958311081,0.05394752696156502,0.12973566353321075
1337.JPG,2,1,0.8529228568077087,0,0.0035841718781739473,0.8529228568077087,0.014150949195027351,0.029264703392982483,0.028072573244571686,0.00595518434420228,0.01869644597172737,0.04735313728451729
359.JPG,3,3,0.9135124683380127,1,0.0016785432817414403,0.006843030918389559,0.004507235251367092,0.9135124683380127,0.01522932481020689,0.00443283561617136,0.010535703040659428,0.04326081648468971
1083.JPG,2,2,0.6459117531776428,1,0.04632721096277237,0.024765074253082275,0.6459117531776428,0.06713596731424332,0.07797053456306458,0.01927354373037815,0.03879573568701744,0.07982023060321808
1071.JPG,2,0,0.7411607503890991,0,0.7411607503890991,0.02123568393290043,0.025738494470715523,0.04330417886376381,0.05514996498823166,0.014259888790547848,0.04135427251458168,0.05779675394296646
271.JPG,5,0,0.517687201499939,0,0.517687201499939,0.024565471336245537,0.035629723221063614,0.06539437174797058,0.07449350506067276,0.07741712778806686,0.08865459263324738,0.11615799367427826
