image_name,mask_name,original_multiclass_label,true_binary_label,predicted_binary_label,probability_non_malignant,probability_malignant,correct
1269.JPG,1269_mask.png,5,0,0,0.969200849533081,0.030799128115177155,1
1458.JPG,1458_mask.png,7,1,0,0.9166259765625,0.0833740234375,0
700.JPG,700_mask.png,6,0,0,0.9977656602859497,0.002234347630292177,1
264.JPG,264_mask.png,2,0,0,0.9966187477111816,0.003381249960511923,1
1017.JPG,1017_mask.png,2,0,0,0.9541997909545898,0.045800235122442245,1
991.JPG,991_mask.png,2,0,0,0.9608722925186157,0.03912777826189995,1
1337.JPG,1337_mask.png,2,0,0,0.9539943933486938,0.04600566625595093,1
359.JPG,359_mask.png,3,0,0,0.7777360081672668,0.22226391732692719,1
1083.JPG,1083_mask.png,2,0,0,0.9905423521995544,0.009457663632929325,1
1071.JPG,1071_mask.png,2,0,0,0.9902494549751282,0.009750522673130035,1
271.JPG,271_mask.png,5,0,0,0.9219200611114502,0.07807987183332443,1
448.JPG,448_mask.png,0,0,0,0.955165445804596,0.04483448714017868,1
1270.JPG,1270_mask.png,1,0,0,0.9970991611480713,0.002900875872001052,1
747.JPG,747_mask.png,2,0,0,0.9921338558197021,0.007866134867072105,1
1229.JPG,1229_mask.png,1,0,0,0.9195452928543091,0.08045471459627151,1
553.JPG,553_mask.png,2,0,0,0.9912782311439514,0.008721784688532352,1
580.JPG,580_mask.png,0,0,0,0.9432294964790344,0.056770481169223785,1
1218.JPG,1218_mask.png,4,0,0,0.9860653877258301,0.013934616930782795,1
391.JPG,391_mask.png,0,0,0,0.9677885174751282,0.03221151977777481,1
582.JPG,582_mask.png,0,0,0,0.9514731764793396,0.04852684214711189,1
84.JPG,84_mask.png,0,0,0,0.9809539318084717,0.019046107307076454,1
1440.JPG,1440_mask.png,7,1,0,0.6420979499816895,0.35790202021598816,0
89.JPG,89_mask.png,1,0,0,0.9850685000419617,0.014931472949683666,1
1454.JPG,1454_mask.png,7,1,1,0.44108739495277405,0.5589125752449036,1
494.JPG,494_mask.png,6,0,0,0.8609717488288879,0.13902829587459564,1
847.JPG,847_mask.png,2,0,0,0.9952250719070435,0.004774921108037233,1
1277.JPG,1277_mask.png,5,0,0,0.9420855045318604,0.05791448429226875,1
267.JPG,267_mask.png,2,0,0,0.9586023092269897,0.04139774665236473,1
1411.JPG,1411_mask.png,0,0,0,0.9846105575561523,0.015389434061944485,1
693.JPG,693_mask.png,6,0,0,0.9943588376045227,0.005641154479235411,1
1329.JPG,1329_mask.png,0,0,0,0.9926119446754456,0.007388032507151365,1
