image_name,mask_name,original_multiclass_label,true_binary_label,predicted_binary_label,probability_non_malignant,probability_malignant,correct
1269.JPG,1269_mask.png,5,0,0,0.9939875602722168,0.0060124523006379604,1
1458.JPG,1458_mask.png,7,1,0,0.9850917458534241,0.01490829698741436,0
700.JPG,700_mask.png,6,0,0,0.9970399737358093,0.002959952224045992,1
264.JPG,264_mask.png,2,0,0,0.9981881976127625,0.0018117643194273114,1
1017.JPG,1017_mask.png,2,0,0,0.9805876612663269,0.019412286579608917,1
991.JPG,991_mask.png,2,0,0,0.9964221715927124,0.0035778009332716465,1
1337.JPG,1337_mask.png,2,0,0,0.994624674320221,0.005375333596020937,1
359.JPG,359_mask.png,3,0,0,0.9946320056915283,0.0053679607808589935,1
1083.JPG,1083_mask.png,2,0,0,0.9980667233467102,0.001933280029334128,1
1071.JPG,1071_mask.png,2,0,0,0.9942545294761658,0.0057454416528344154,1
271.JPG,271_mask.png,5,0,0,0.9879772067070007,0.012022826820611954,1
448.JPG,448_mask.png,0,0,0,0.9971601963043213,0.0028398255817592144,1
1270.JPG,1270_mask.png,1,0,0,0.9964264035224915,0.003573545254766941,1
747.JPG,747_mask.png,2,0,0,0.9976563453674316,0.002343679079785943,1
1229.JPG,1229_mask.png,1,0,0,0.9961432814598083,0.003856720868498087,1
553.JPG,553_mask.png,2,0,0,0.9906333684921265,0.009366613812744617,1
580.JPG,580_mask.png,0,0,0,0.9924699664115906,0.007530091796070337,1
1218.JPG,1218_mask.png,4,0,0,0.9938323497772217,0.0061676036566495895,1
391.JPG,391_mask.png,0,0,0,0.9929807186126709,0.007019242737442255,1
582.JPG,582_mask.png,0,0,0,0.9956353306770325,0.00436469865962863,1
84.JPG,84_mask.png,0,0,0,0.9971418976783752,0.00285802292637527,1
1440.JPG,1440_mask.png,7,1,1,0.3726067543029785,0.6273932456970215,1
89.JPG,89_mask.png,1,0,0,0.9961822628974915,0.003817744553089142,1
1454.JPG,1454_mask.png,7,1,1,0.4826110005378723,0.5173889994621277,1
494.JPG,494_mask.png,6,0,0,0.9953399896621704,0.0046599688939750195,1
847.JPG,847_mask.png,2,0,0,0.9974986910820007,0.002501341048628092,1
1277.JPG,1277_mask.png,5,0,0,0.9910573959350586,0.00894259475171566,1
267.JPG,267_mask.png,2,0,0,0.990418016910553,0.009582022204995155,1
1411.JPG,1411_mask.png,0,0,0,0.9981595873832703,0.0018404093571007252,1
693.JPG,693_mask.png,6,0,0,0.9957320094108582,0.0042679402977228165,1
1329.JPG,1329_mask.png,0,0,0,0.9885954260826111,0.011404595337808132,1
258.JPG,258_mask.png,5,0,0,0.9783915877342224,0.02160838060081005,1
1323.JPG,1323_mask.png,5,0,0,0.9912195801734924,0.008780470117926598,1
1188.JPG,1188_mask.png,0,0,0,0.9975972771644592,0.0024026737082749605,1
1013.JPG,1013_mask.png,4,0,0,0.9826427698135376,0.01735725998878479,1
862.JPG,862_mask.png,0,0,0,0.9955310225486755,0.004468971863389015,1
1079.JPG,1079_mask.png,5,0,0,0.9531876444816589,0.04681237414479256,1
1352.JPG,1352_mask.png,1,0,0,0.9969558715820312,0.0030441689305007458,1
778.JPG,778_mask.png,0,0,0,0.9912797808647156,0.008720260113477707,1
948.JPG,948_mask.png,2,0,0,0.9724441766738892,0.027555769309401512,1
245.JPG,245_mask.png,5,0,1,0.035816557705402374,0.9641834497451782,0
536.JPG,536_mask.png,2,0,0,0.9981372356414795,0.0018628034740686417,1
1208.JPG,1208_mask.png,0,0,0,0.9974135756492615,0.0025864930357784033,1
535.JPG,535_mask.png,2,0,0,0.9983595013618469,0.0016405079513788223,1
331.JPG,331_mask.png,0,0,0,0.9954426288604736,0.004557355772703886,1
48.JPG,48_mask.png,2,0,0,0.9964582324028015,0.003541736165061593,1
784.JPG,784_mask.png,4,0,0,0.9965760111808777,0.0034239469096064568,1
1032.JPG,1032_mask.png,0,0,0,0.9961144924163818,0.003885545302182436,1
592.JPG,592_mask.png,5,0,0,0.9891102910041809,0.010889650322496891,1
361.JPG,361_mask.png,3,0,0,0.9950153231620789,0.004984669853001833,1
388.JPG,388_mask.png,0,0,0,0.9887104630470276,0.011289575137197971,1
27.JPG,27_mask.png,0,0,0,0.9973763227462769,0.002623693784698844,1
1130.JPG,1130_mask.png,4,0,0,0.996337890625,0.0036621741019189358,1
430.JPG,430_mask.png,3,0,1,0.011864535510540009,0.9881354570388794,0
16.JPG,16_mask.png,0,0,0,0.9959047436714172,0.004095245618373156,1
