image_name,mask_name,original_multiclass_label,true_binary_label,predicted_binary_label,probability_non_malignant,probability_malignant,correct
1269.JPG,1269_mask.png,5,0,0,0.9693437814712524,0.03065616823732853,1
1458.JPG,1458_mask.png,7,1,0,0.9204384088516235,0.07956153899431229,0
700.JPG,700_mask.png,6,0,0,0.9916567802429199,0.00834320392459631,1
264.JPG,264_mask.png,2,0,0,0.9959329962730408,0.0040670656599104404,1
1017.JPG,1017_mask.png,2,0,0,0.678440511226654,0.32155948877334595,1
991.JPG,991_mask.png,2,0,0,0.959470808506012,0.04052918776869774,1
1337.JPG,1337_mask.png,2,0,0,0.9725432991981506,0.027456745505332947,1
359.JPG,359_mask.png,3,0,0,0.9762871861457825,0.02371278405189514,1
1083.JPG,1083_mask.png,2,0,0,0.9849206805229187,0.015079349279403687,1
1071.JPG,1071_mask.png,2,0,0,0.9919964671134949,0.008003528229892254,1
271.JPG,271_mask.png,5,0,0,0.9675636887550354,0.03243628889322281,1
448.JPG,448_mask.png,0,0,0,0.9354729056358337,0.06452708691358566,1
1270.JPG,1270_mask.png,1,0,0,0.9884486794471741,0.01155133731663227,1
747.JPG,747_mask.png,2,0,0,0.9561890363693237,0.04381097853183746,1
1229.JPG,1229_mask.png,1,0,0,0.9865024089813232,0.013497513718903065,1
553.JPG,553_mask.png,2,0,0,0.958774983882904,0.04122505336999893,1
580.JPG,580_mask.png,0,0,0,0.9730525016784668,0.026947487145662308,1
1218.JPG,1218_mask.png,4,0,0,0.9745263457298279,0.025473657995462418,1
391.JPG,391_mask.png,0,0,0,0.9475096464157104,0.052490364760160446,1
582.JPG,582_mask.png,0,0,0,0.9771777987480164,0.022822227329015732,1
84.JPG,84_mask.png,0,0,0,0.9908061623573303,0.00919381994754076,1
1440.JPG,1440_mask.png,7,1,1,0.18658806383609772,0.8134118914604187,1
89.JPG,89_mask.png,1,0,0,0.9920265078544617,0.007973438128829002,1
1454.JPG,1454_mask.png,7,1,0,0.9481253027915955,0.05187465623021126,0
494.JPG,494_mask.png,6,0,0,0.8916371464729309,0.10836287587881088,1
847.JPG,847_mask.png,2,0,0,0.9900820851325989,0.009917981922626495,1
1277.JPG,1277_mask.png,5,0,0,0.8982835412025452,0.10171644389629364,1
267.JPG,267_mask.png,2,0,0,0.9389610886573792,0.06103892624378204,1
1411.JPG,1411_mask.png,0,0,0,0.9645249843597412,0.035474956035614014,1
693.JPG,693_mask.png,6,0,0,0.9633134603500366,0.0366864837706089,1
1329.JPG,1329_mask.png,0,0,0,0.9714030027389526,0.028597038239240646,1
258.JPG,258_mask.png,5,0,0,0.8848631381988525,0.11513681709766388,1
1323.JPG,1323_mask.png,5,0,0,0.8624155521392822,0.13758446276187897,1
1188.JPG,1188_mask.png,0,0,0,0.9679341316223145,0.03206588327884674,1
1013.JPG,1013_mask.png,4,0,0,0.9676217436790466,0.03237830474972725,1
862.JPG,862_mask.png,0,0,0,0.6605307459831238,0.339469313621521,1
1079.JPG,1079_mask.png,5,0,0,0.8687628507614136,0.13123713433742523,1
1352.JPG,1352_mask.png,1,0,0,0.9764154553413391,0.023584464564919472,1
778.JPG,778_mask.png,0,0,0,0.8695492148399353,0.13045084476470947,1
948.JPG,948_mask.png,2,0,0,0.9074321985244751,0.09256783127784729,1
245.JPG,245_mask.png,5,0,1,0.38465380668640137,0.6153461933135986,0
536.JPG,536_mask.png,2,0,0,0.8953055143356323,0.10469447821378708,1
1208.JPG,1208_mask.png,0,0,0,0.9957177042961121,0.0042822896502912045,1
535.JPG,535_mask.png,2,0,0,0.8486494421958923,0.15135057270526886,1
331.JPG,331_mask.png,0,0,0,0.987947404384613,0.012052656151354313,1
48.JPG,48_mask.png,2,0,0,0.9857534170150757,0.01424652524292469,1
784.JPG,784_mask.png,4,0,0,0.9525855183601379,0.04741445928812027,1
1032.JPG,1032_mask.png,0,0,0,0.9885988235473633,0.011401142925024033,1
592.JPG,592_mask.png,5,0,0,0.7354632616043091,0.2645367383956909,1
361.JPG,361_mask.png,3,0,0,0.9555554389953613,0.04444459453225136,1
388.JPG,388_mask.png,0,0,0,0.8686109185218811,0.13138914108276367,1
27.JPG,27_mask.png,0,0,0,0.9841130375862122,0.01588696986436844,1
1130.JPG,1130_mask.png,4,0,0,0.947383463382721,0.052616506814956665,1
430.JPG,430_mask.png,3,0,1,0.3569827675819397,0.6430171728134155,0
16.JPG,16_mask.png,0,0,0,0.988303542137146,0.01169638242572546,1
70.JPG,70_mask.png,2,0,0,0.847183108329773,0.15281692147254944,1
741.JPG,741_mask.png,2,0,0,0.9239082932472229,0.07609166949987411,1
690.JPG,690_mask.png,5,0,0,0.9529407620429993,0.04705928638577461,1
1466.JPG,1466_mask.png,7,1,1,0.20195575058460236,0.7980442643165588,1
442.JPG,442_mask.png,5,0,0,0.9169777631759644,0.08302220702171326,1
1384.JPG,1384_mask.png,5,0,0,0.9514875411987305,0.048512473702430725,1
548.JPG,548_mask.png,1,0,0,0.9854244589805603,0.014575494453310966,1
1162.JPG,1162_mask.png,0,0,0,0.9569722414016724,0.04302776977419853,1
1023.JPG,1023_mask.png,0,0,0,0.9769128561019897,0.02308710291981697,1
1111.JPG,1111_mask.png,5,0,0,0.9891696572303772,0.010830354876816273,1
191.JPG,191_mask.png,0,0,0,0.9715238213539124,0.028476189821958542,1
1055.JPG,1055_mask.png,3,0,0,0.959888219833374,0.04011175036430359,1
88.JPG,88_mask.png,5,0,0,0.8950117826461792,0.10498818010091782,1
296.JPG,296_mask.png,1,0,0,0.960917055606842,0.03908294811844826,1
842.JPG,842_mask.png,0,0,0,0.9937408566474915,0.006259100511670113,1
253.JPG,253_mask.png,1,0,0,0.8817451596260071,0.11825478821992874,1
385.JPG,385_mask.png,1,0,0,0.970649778842926,0.02935020439326763,1
973.JPG,973_mask.png,0,0,0,0.9747002720832825,0.025299686938524246,1
452.JPG,452_mask.png,6,0,0,0.9928032755851746,0.0071966699324548244,1
1366.JPG,1366_mask.png,0,0,0,0.9906123280525208,0.009387698955833912,1
1085.JPG,1085_mask.png,5,0,0,0.9802815914154053,0.019718363881111145,1
896.JPG,896_mask.png,6,0,0,0.991367757320404,0.008632238022983074,1
472.JPG,472_mask.png,1,0,0,0.9899923205375671,0.010007678531110287,1
493.JPG,493_mask.png,6,0,0,0.6705651879310608,0.3294348120689392,1
234.JPG,234_mask.png,2,0,0,0.568202793598175,0.43179720640182495,1
679.JPG,679_mask.png,0,0,0,0.9339933395385742,0.0660066083073616,1
699.JPG,699_mask.png,6,0,0,0.9696435332298279,0.03035653568804264,1
501.JPG,501_mask.png,4,0,0,0.9773520827293396,0.022647913545370102,1
436.JPG,436_mask.png,2,0,0,0.9052123427391052,0.09478772431612015,1
249.JPG,249_mask.png,1,0,0,0.97291100025177,0.027088962495326996,1
621.JPG,621_mask.png,5,0,0,0.9713885188102722,0.02861146256327629,1
322.JPG,322_mask.png,1,0,0,0.9900888800621033,0.009911133907735348,1
186.JPG,186_mask.png,5,0,0,0.9340144395828247,0.06598550826311111,1
653.JPG,653_mask.png,2,0,0,0.9573733806610107,0.04262663051486015,1
129.JPG,129_mask.png,5,0,0,0.9655071496963501,0.0344928614795208,1
912.JPG,912_mask.png,0,0,0,0.9676752090454102,0.032324787229299545,1
1257.JPG,1257_mask.png,2,0,0,0.982032835483551,0.017967186868190765,1
39.JPG,39_mask.png,0,0,0,0.9847915172576904,0.0152084119617939,1
506.JPG,506_mask.png,2,0,0,0.9338613152503967,0.06613866239786148,1
1464.JPG,1464_mask.png,7,1,1,0.09227403998374939,0.907725989818573,1
1038.JPG,1038_mask.png,0,0,0,0.9673882722854614,0.03261170536279678,1
512.JPG,512_mask.png,2,0,0,0.9578210115432739,0.042178984731435776,1
