image_name,true_label,true_class,predicted_label,predicted_class,confidence,correct,probability_class_0,probability_class_1,probability_class_2,probability_class_3,probability_class_4,probability_class_5,probability_class_6,probability_class_7
1269.JPG,5,Class 5,5,Class 5,0.6043329238891602,1,0.005133080296218395,0.012093315832316875,0.12443604320287704,0.05487191304564476,0.03835763409733772,0.6043329238891602,0.03941813111305237,0.12135697156190872
1458.JPG,7,Class 7,2,Class 2,0.6871998310089111,0,0.019776439294219017,0.026039645075798035,0.6871998310089111,0.0511423796415329,0.05096989870071411,0.011895181611180305,0.029161857441067696,0.12381476163864136
700.JPG,6,Class 6,6,Class 6,0.39044687151908875,1,0.1076306700706482,0.08803709596395493,0.04621141031384468,0.1128711923956871,0.13054043054580688,0.018818281590938568,0.39044687151908875,0.10544412583112717
264.JPG,2,Class 2,2,Class 2,0.7664977312088013,1,0.012272733263671398,0.015650441870093346,0.7664977312088013,0.04075447842478752,0.044204290956258774,0.014103202149271965,0.03676716238260269,0.0697498619556427
1017.JPG,2,Class 2,2,Class 2,0.714389443397522,1,0.018643584102392197,0.01602168194949627,0.714389443397522,0.044318653643131256,0.0573938712477684,0.016864946112036705,0.04207434877753258,0.09029342234134674
991.JPG,2,Class 2,2,Class 2,0.7378305196762085,1,0.036469604820013046,0.012050842866301537,0.7378305196762085,0.05163601040840149,0.04872800037264824,0.014222937636077404,0.030617427080869675,0.0684446468949318
1337.JPG,2,Class 2,1,Class 1,0.8553879261016846,0,0.003594102105125785,0.8553879261016846,0.010877209715545177,0.02964211255311966,0.029682010412216187,0.006429459899663925,0.01871543377637863,0.04567181318998337
359.JPG,3,Class 3,3,Class 3,0.9250987768173218,1,0.004753433633595705,0.004838499706238508,0.008679027669131756,0.9250987768173218,0.01547362469136715,0.004996181465685368,0.011254393495619297,0.02490605041384697
1083.JPG,2,Class 2,2,Class 2,0.49240127205848694,1,0.10192239284515381,0.023483702912926674,0.49240127205848694,0.09369324892759323,0.09994600713253021,0.03288822993636131,0.050386253744363785,0.10527891665697098
1071.JPG,2,Class 2,0,Class 0,0.7522549033164978,0,0.7522549033164978,0.012473419308662415,0.022115908563137054,0.04745917022228241,0.05008706450462341,0.019500477239489555,0.031196093186736107,0.06491303443908691
271.JPG,5,Class 5,5,Class 5,0.7947102785110474,1,0.014448980800807476,0.011120324023067951,0.010989501141011715,0.03570600226521492,0.0440712533891201,0.7947102785110474,0.03584141284227371,0.053112275898456573
448.JPG,0,Class 0,0,Class 0,0.42754703760147095,1,0.42754703760147095,0.03649750351905823,0.007953537628054619,0.114712193608284,0.092987559735775,0.02177012525498867,0.028205646201968193,0.2703264057636261
1270.JPG,1,Class 1,1,Class 1,0.8469392657279968,1,0.005562990438193083,0.8469392657279968,0.015005458146333694,0.03365938737988472,0.03259914368391037,0.009756608866155148,0.017687154933810234,0.038790106773376465
747.JPG,2,Class 2,2,Class 2,0.7731934189796448,1,0.011779585853219032,0.017269156873226166,0.7731934189796448,0.03896874189376831,0.048304278403520584,0.014549600891768932,0.03222314268350601,0.06371200829744339
1229.JPG,1,Class 1,1,Class 1,0.6905166506767273,1,0.0069451285526156425,0.6905166506767273,0.030737048014998436,0.06851230561733246,0.05535806342959404,0.01695568859577179,0.05363189056515694,0.07734328508377075
553.JPG,2,Class 2,5,Class 5,0.8516867160797119,0,0.006490456406027079,0.013260193169116974,0.008804812096059322,0.025065602734684944,0.033384181559085846,0.8516867160797119,0.022020019590854645,0.03928806260228157
