image_name,true_label,predicted_label,confidence,correct,probability_class_0,probability_class_1,probability_class_2,probability_class_3,probability_class_4,probability_class_5,probability_class_6,probability_class_7
1269.JPG,5,5,0.9567768573760986,1,0.001322076190263033,3.7484658150788164e-06,0.033468376845121384,0.0013483832590281963,0.005953427404165268,0.9567768573760986,0.0011025406420230865,2.459810821164865e-05
1458.JPG,7,1,0.7185524106025696,0,0.023241914808750153,0.7185524106025696,0.2395026832818985,0.0009306250722147524,0.0013880032347515225,0.00046735830255784094,0.0007041260250844061,0.015212874859571457
700.JPG,6,6,0.9509034752845764,1,0.00014933213242329657,0.048521608114242554,4.1364306525792927e-05,0.0001653618091950193,3.803872823482379e-05,0.00017361959908157587,0.9509034752845764,7.20811158316792e-06
264.JPG,2,2,0.9999954700469971,1,2.563959355939005e-07,4.2131478039664216e-07,0.9999954700469971,1.9013593544059404e-07,3.456380909483414e-06,7.728057305200764e-09,9.508161014082361e-08,1.3530407727557758e-07
1017.JPG,2,7,0.5965683460235596,0,0.23716934025287628,0.0005101276328787208,0.09071698039770126,0.05113058537244797,0.00027045689057558775,0.022623563185334206,0.0010105686960741878,0.5965683460235596
991.JPG,2,2,0.9734784364700317,1,0.026244407519698143,1.654240804782603e-06,0.9734784364700317,2.4652548745507374e-05,0.00014394187019206583,8.996181577458628e-07,1.891126885311678e-05,8.707790402695537e-05
1337.JPG,2,1,0.9996212720870972,0,2.3782298796959367e-08,0.9996212720870972,3.108686360064894e-05,1.214344592881389e-05,3.347123856656253e-05,4.7334944497379183e-07,0.0002744933299254626,2.705975748540368e-05
359.JPG,3,3,0.9994076490402222,1,2.2610392989008687e-05,0.0001105294213630259,0.00025389311485923827,0.9994076490402222,3.512234059144248e-07,9.570921974955127e-06,2.081728780467529e-06,0.0001934066240210086
1083.JPG,2,2,0.9985945820808411,1,0.0010784768965095282,7.111670470294484e-07,0.9985945820808411,0.0003206345427315682,4.279836048226571e-06,5.195329322305042e-07,4.0950001789497037e-07,3.703372044583375e-07
1071.JPG,2,0,0.9557093381881714,0,0.9557093381881714,3.668276985990815e-05,0.04411960765719414,4.9765632866183296e-05,1.7113659851020202e-05,1.0945328540401533e-05,5.353859523893334e-05,2.9674090455955593e-06
